source,target,isSourceSelected,isTargetSelected,frequency
chutney,marnier,0,0,0.0
chutney,marshmallows,0,0,0.0
chutney,masala,0,0,8.0
chutney,mayonnaise,0,0,33.0
chutney,meat,0,0,3.0
chutney,milk,0,0,22.0
chutney,mint,0,0,2.0
chutney,mint leaf,0,0,0.0
chutney,mirin,0,0,0.0
chutney,molasses,0,0,1.0
chutney,mushroom,0,0,3.0
chutney,mustard,0,0,23.0
chutney,mustard powder,0,0,3.0
chutney,nectar,0,0,0.0
chutney,nonfat dry milk powder,0,0,0.0
chutney,nonfat sour cream,0,0,0.0
chutney,nonstick cooking spray,0,0,1.0
chutney,noodles,0,0,0.0
chutney,nutmeg,0,0,2.0
chutney,nuts,0,0,5.0
chutney,oatmeal,0,0,0.0
chutney,oats,0,0,0.0
chutney,oil,0,0,79.0
chutney,okra,0,0,0.0
chutney,old bay seasoning,0,0,0.0
chutney,olive,0,0,1.0
chutney,onion,0,0,111.0
chutney,onion powder,0,0,1.0
chutney,onion soup mix,0,0,1.0
chutney,orange,0,0,4.0
chutney,orange juice,0,0,9.0
chutney,orange peel,0,0,1.0
chutney,orange rind,0,0,0.0
chutney,oregano,0,0,1.0
chutney,oregano leaf,0,0,0.0
chutney,oyster sauce,0,0,0.0
chutney,pancetta,0,0,0.0
chutney,paprika,0,0,8.0
chutney,parsley,0,0,14.0
chutney,parsley flakes,0,0,0.0
chutney,parsnips,0,0,0.0
chutney,pasta,0,0,0.0
chutney,pasta sauce,0,0,0.0
chutney,paste,0,0,17.0
chutney,pastry,0,0,4.0
chutney,pea,0,0,8.0
chutney,peaches,0,0,1.0
chutney,peanuts,0,0,15.0
chutney,pear,0,0,1.0
chutney,pecans,0,0,8.0
chutney,pectin,0,0,0.0
chutney,penne,0,0,0.0
chutney,pepper,0,0,113.0
chutney,peppercorn,0,0,0.0
chutney,peppercorns,0,0,0.0
chutney,pepperoni,0,0,0.0
chutney,pesto sauce,0,0,0.0
chutney,pickle,0,0,2.0
chutney,pie crust,0,0,0.0
chutney,pimiento,0,0,0.0
chutney,pineapple,0,0,14.0
chutney,pineapple juice,0,0,2.0
chutney,pistachios,0,0,0.0
chutney,pizza sauce,0,0,0.0
chutney,pods,0,0,2.0
chutney,popcorn,0,0,0.0
chutney,pork,0,0,4.0
chutney,potato,0,0,23.0
chutney,poultry seasoning,0,0,1.0
chutney,prawns,0,0,2.0
chutney,preserves,0,0,0.0
chutney,prosciutto,0,0,1.0
chutney,pudding,0,0,0.0
chutney,pumpkin,0,0,2.0
chutney,pure vanilla extract,0,0,0.0
chutney,puree,0,0,4.0
chutney,quinoa,0,0,0.0
chutney,radish,0,0,3.0
chutney,raisin,0,0,27.0
chutney,ranch dressing,0,0,0.0
chutney,raspberries,0,0,0.0
chutney,red chili powder,0,0,1.0
chutney,red food coloring,0,0,0.0
chutney,red pepper flakes,0,0,0.0
chutney,reduced sodium soy sauce,0,0,0.0
chutney,refrigerated crescent dinner rolls,0,0,0.0
chutney,relish,0,0,1.0
chutney,rhubarb,0,0,1.0
chutney,rib,0,0,3.0
chutney,rice,0,0,28.0
chutney,rind,0,0,0.0
chutney,rosemary,0,0,2.0
chutney,round,0,0,3.0
chutney,rum,0,0,3.0
chutney,saffron,0,0,2.0
chutney,sage,0,0,0.0
chutney,salami,0,0,0.0
chutney,salmon,0,0,0.0
chutney,salsa,0,0,1.0
chutney,salt,0,0,84.0
chutney,sauerkraut,0,0,0.0
chutney,sausage,0,0,6.0
chutney,scallion,0,0,13.0
chutney,scallops,0,0,3.0
chutney,schnapps,0,0,0.0
chutney,seasoned bread crumbs,0,0,0.0
chutney,seasoning,0,0,0.0
chutney,sec,0,0,0.0
chutney,seed,0,0,11.0
chutney,shallot,0,0,5.0
chutney,shell,0,0,0.0
chutney,sherry,0,0,3.0
chutney,shortening,0,0,0.0
chutney,shoulder,0,0,0.0
chutney,shrimp,0,0,7.0
chutney,sirloin,0,0,1.0
chutney,skewers,0,0,1.0
chutney,skinless chicken breast,0,0,1.0
chutney,soda,0,0,1.0
chutney,sour cream,0,0,15.0
chutney,soy sauce,0,0,9.0
chutney,soymilk,0,0,0.0
chutney,spaghetti,0,0,0.0
chutney,spaghetti sauce,0,0,0.0
chutney,spears,0,0,0.0
chutney,spice,0,0,3.0
chutney,spinach,0,0,5.0
chutney,spinach leaf,0,0,2.0
chutney,splenda sugar substitute,0,0,0.0
chutney,spread,0,0,0.0
chutney,sprig,0,0,0.0
chutney,sprinkles,0,0,0.0
chutney,sprout,0,0,1.0
chutney,starch,0,0,0.0
chutney,steak,0,0,3.0
chutney,stick,0,0,2.0
chutney,strawberry,0,0,0.0
chutney,sugar,0,0,25.0
chutney,sweetener,0,0,0.0
chutney,syrup,0,0,1.0
chutney,tabasco sauce,0,0,6.0
chutney,taco seasoning,0,0,0.0
chutney,taco seasoning mix,0,0,0.0
chutney,tahini,0,0,0.0
chutney,tarragon,0,0,0.0
chutney,tartar,0,0,0.0
chutney,tea,0,0,0.0
chutney,tenderloin,0,0,5.0
chutney,tenders,0,0,0.0
chutney,tequila,0,0,0.0
chutney,teriyaki sauce,0,0,0.0
chutney,thighs,0,0,6.0
chutney,thyme,0,0,1.0
chutney,tofu,0,0,1.0
chutney,tomato,0,0,19.0
chutney,tomato juice,0,0,1.0
chutney,tomato sauce,0,0,6.0
chutney,tomato soup,0,0,0.0
chutney,tortellini,0,0,0.0
chutney,tortillas,0,0,3.0
chutney,tuna,0,0,1.0
chutney,turkey,0,0,5.0
chutney,turmeric,0,0,15.0
chutney,turmeric powder,0,0,0.0
chutney,unsweetened cocoa powder,0,0,0.0
chutney,vanilla,0,0,1.0
chutney,vanilla essence,0,0,0.0
chutney,vanilla extract,0,0,0.0
chutney,vanilla ice cream,0,0,0.0
chutney,vanilla instant pudding mix,0,0,0.0
chutney,vegetable oil cooking spray,0,0,1.0
chutney,vegetable shortening,0,0,0.0
chutney,vegetable stock,0,0,3.0
chutney,vegetables,0,0,2.0
chutney,vermouth,0,0,0.0
chutney,vinegar,0,0,28.0
chutney,vodka,0,0,0.0
chutney,wafers,0,0,0.0
chutney,walnuts,0,0,6.0
chutney,water,0,0,34.0
chutney,watermelon,0,0,0.0
chutney,wedge,0,0,1.0
chutney,weed,0,0,0.0
chutney,wheat germ,0,0,0.0
chutney,whip,0,0,0.0
chutney,whipped cream,0,0,0.0
chutney,whipped topping,0,0,0.0
chutney,whipping cream,0,0,5.0
chutney,whiskey,0,0,0.0
chutney,white cake mix,0,0,0.0
chutney,wine,0,0,10.0
chutney,wings,0,0,1.0
chutney,worcestershire sauce,0,0,18.0
chutney,wrappers,0,0,1.0
chutney,yeast,0,0,0.0
chutney,yellow cake mix,0,0,0.0
chutney,yellow squash,0,0,1.0
chutney,yogurt,0,0,24.0
chutney,yolk,0,0,0.0
chutney,zest,0,0,9.0
chutney,zucchini,0,0,6.0
cider,cilantro,0,0,1.0
cider,cilantro leaf,0,0,0.0
cider,cinnamon,0,0,132.0
cider,clams,0,0,0.0
cider,clove,0,0,140.0
cider,cocoa,0,0,0.0
cider,cocoa powder,0,0,0.0
cider,coconut,0,0,1.0
cider,coffee,0,0,4.0
cider,concentrate,0,0,8.0
cider,condensed cream of chicken soup,0,0,0.0
cider,condensed cream of mushroom soup,0,0,0.0
cider,cooked chicken breast,0,0,0.0
cider,cookies,0,0,0.0
cider,cooking spray,0,0,4.0
cider,coriander,0,0,7.0
cider,coriander leaf,0,0,0.0
cider,coriander powder,0,0,0.0
cider,corn,0,0,0.0
cider,corn flakes,0,0,0.0
cider,cornflour,0,0,2.0
cider,cornmeal,0,0,1.0
cider,cornstarch,0,0,42.0
cider,couscous,0,0,1.0
cider,crabmeat,0,0,1.0
cider,cracker,0,0,0.0
cider,cranberries,0,0,25.0
cider,cranberry juice,0,0,8.0
cider,cream,0,0,2.0
cider,cream of celery soup,0,0,0.0
cider,cream of chicken soup,0,0,0.0
cider,cream of mushroom soup,0,0,0.0
cider,creamer,0,0,0.0
cider,creole seasoning,0,0,0.0
cider,crisco,0,0,0.0
cider,crumb,0,0,0.0
cider,crushed red pepper flakes,0,0,1.0
cider,cucumber,0,0,2.0
cider,cumin,0,0,4.0
cider,cumin powder,0,0,0.0
cider,currants,0,0,1.0
cider,curry powder,0,0,8.0
cider,dates,0,0,2.0
cider,dill,0,0,3.0
cider,dogs,0,0,0.0
cider,dough,0,0,1.0
cider,dried italian seasoning,0,0,0.0
cider,dried onion flakes,0,0,3.0
cider,dried oregano leaf,0,0,0.0
cider,dried parsley flakes,0,0,0.0
cider,dried thyme leaf,0,0,1.0
cider,dry onion soup mix,0,0,0.0
cider,egg,0,0,53.0
cider,egg substitute,0,0,0.0
cider,egg white,0,0,5.0
cider,eggplant,0,0,0.0
cider,enchilada sauce,0,0,0.0
cider,espresso,0,0,0.0
cider,fat,0,0,1.0
cider,fat free sour cream,0,0,0.0
cider,feta,0,0,0.0
cider,fettuccine,0,0,0.0
cider,fillet,0,0,7.0
cider,filling,0,0,0.0
cider,fish sauce,0,0,0.0
cider,floret,0,0,0.0
cider,flour,0,0,102.0
cider,fraiche,0,0,6.0
cider,fresh basil leaf,0,0,0.0
cider,fresh cilantro leaf,0,0,1.0
cider,fresh lemon juice,0,0,17.0
cider,fresh lemon rind,0,0,1.0
cider,fresh lime juice,0,0,0.0
cider,fresh mint leaf,0,0,0.0
cider,fresh orange juice,0,0,3.0
cider,fresh parsley leaf,0,0,0.0
cider,fresh thyme leave,0,0,3.0
cider,frosting,0,0,0.0
cider,frozen whipped topping,0,0,0.0
cider,fruit,0,0,3.0
cider,garlic,0,0,16.0
cider,garlic powder,0,0,13.0
cider,gelatin,0,0,3.0
cider,ghee,0,0,0.0
cider,ginger,0,0,51.0
cider,gingerroot,0,0,6.0
cider,gorgonzola,0,0,1.0
cider,graham cracker crumbs,0,0,0.0
cider,granular,0,0,0.0
cider,granules,0,0,0.0
cider,grapes,0,0,1.0
cider,gravy,0,0,0.0
cider,green food coloring,0,0,0.0
cider,greens,0,0,3.0
cider,grenadine,0,0,2.0
cider,guacamole,0,0,0.0
cider,gum,0,0,0.0
cider,half-and-half,0,0,3.0
cider,half-and-half cream,0,0,0.0
cider,halves,0,0,12.0
cider,ham,0,0,10.0
cider,hamburger,0,0,0.0
cider,hazelnuts,0,0,1.0
cider,heavy cream,0,0,14.0
cider,heavy whipping cream,0,0,4.0
cider,herbs,0,0,2.0
cider,hoisin sauce,0,0,1.0
cider,honey,0,0,34.0
cider,horseradish,0,0,1.0
cider,hot pepper sauce,0,0,2.0
cider,hot sauce,0,0,2.0
cider,ice,0,0,4.0
cider,ice cube,0,0,6.0
cider,italian dressing,0,0,0.0
cider,italian salad dressing,0,0,0.0
cider,italian seasoning,0,0,0.0
cider,jalapeno,0,0,2.0
cider,jam,0,0,0.0
cider,jelly,0,0,5.0
cider,juice,0,0,6.0
cider,kahlua,0,0,0.0
cider,kale,0,0,1.0
cider,ketchup,0,0,8.0
cider,kielbasa,0,0,6.0
cider,krispies,0,0,0.0
cider,lamb,0,0,4.0
cider,lard,0,0,0.0
cider,leek,0,0,8.0
cider,lemon,0,0,25.0
cider,lemon extract,0,0,0.0
cider,lemon juice,0,0,48.0
cider,lemon peel,0,0,3.0
cider,lemon rind,0,0,0.0
cider,lemon slice,0,0,5.0
cider,lemongrass,0,0,0.0
cider,lentils,0,0,1.0
cider,lettuce,0,0,2.0
cider,lettuce leaf,0,0,0.0
cider,light cream,0,0,1.0
cider,light sour cream,0,0,0.0
cider,light soy sauce,0,0,0.0
cider,lime,0,0,2.0
cider,lime juice,0,0,5.0
cider,linguine,0,0,0.0
cider,liqueur,0,0,3.0
cider,liquid smoke,0,0,4.0
cider,loin,0,0,6.0
cider,low sodium soy sauce,0,0,1.0
cider,low-fat sour cream,0,0,0.0
cider,macaroni,0,0,1.0
cider,mace,0,0,3.0
cider,mango,0,0,0.0
cider,mangoes,0,0,0.0
cider,margarine,0,0,5.0
cider,marinara sauce,0,0,0.0
cider,marinated artichoke hearts,0,0,0.0
cider,marjoram,0,0,3.0
cider,marmalade,0,0,3.0
cider,marnier,0,0,3.0
cider,marshmallows,0,0,0.0
cider,masala,0,0,0.0
cider,mayonnaise,0,0,4.0
cider,meat,0,0,3.0
cider,milk,0,0,26.0
cider,mint,0,0,4.0
cider,mint leaf,0,0,1.0
cider,mirin,0,0,0.0
cider,molasses,0,0,9.0
cider,mushroom,0,0,5.0
cider,mustard,0,0,48.0
cider,mustard powder,0,0,3.0
cider,nectar,0,0,3.0
cider,nonfat dry milk powder,0,0,0.0
cider,nonfat sour cream,0,0,0.0
cider,nonstick cooking spray,0,0,1.0
cider,noodles,0,0,2.0
cider,nutmeg,0,0,84.0
cider,nuts,0,0,0.0
cider,oatmeal,0,0,1.0
cider,oats,0,0,13.0
cider,oil,0,0,120.0
cider,okra,0,0,0.0
cider,old bay seasoning,0,0,1.0
cider,olive,0,0,0.0
cider,onion,0,0,119.0
cider,onion powder,0,0,6.0
cider,onion soup mix,0,0,0.0
cider,orange,0,0,28.0
cider,orange juice,0,0,16.0
cider,orange peel,0,0,3.0
cider,orange rind,0,0,4.0
cider,oregano,0,0,2.0
cider,oregano leaf,0,0,0.0
cider,oyster sauce,0,0,1.0
cider,pancetta,0,0,1.0
cider,paprika,0,0,5.0
cider,parsley,0,0,27.0
cider,parsley flakes,0,0,0.0
cider,parsnips,0,0,0.0
cider,pasta,0,0,3.0
cider,pasta sauce,0,0,0.0
cider,paste,0,0,6.0
cider,pastry,0,0,0.0
cider,pea,0,0,0.0
cider,peaches,0,0,0.0
cider,peanuts,0,0,0.0
cider,pear,0,0,15.0
cider,pecans,0,0,14.0
cider,pectin,0,0,4.0
cider,penne,0,0,0.0
cider,pepper,0,0,174.0
cider,peppercorn,0,0,0.0
cider,peppercorns,0,0,9.0
cider,pepperoni,0,0,0.0
cider,pesto sauce,0,0,0.0
cider,pickle,0,0,0.0
cider,pie crust,0,0,3.0
cider,pimiento,0,0,1.0
cider,pineapple,0,0,0.0
cider,pineapple juice,0,0,8.0
cider,pistachios,0,0,1.0
cider,pizza sauce,0,0,0.0
cider,pods,0,0,4.0
cider,popcorn,0,0,0.0
cider,pork,0,0,5.0
cider,potato,0,0,40.0
cider,poultry seasoning,0,0,0.0
cider,prawns,0,0,0.0
cider,preserves,0,0,0.0
cider,prosciutto,0,0,0.0
cider,pudding,0,0,0.0
cider,pumpkin,0,0,12.0
cider,pure vanilla extract,0,0,3.0
cider,puree,0,0,7.0
cider,quinoa,0,0,1.0
cider,radish,0,0,1.0
cider,raisin,0,0,26.0
cider,ranch dressing,0,0,0.0
cider,raspberries,0,0,1.0
cider,red chili powder,0,0,0.0
cider,red food coloring,0,0,0.0
cider,red pepper flakes,0,0,2.0
cider,reduced sodium soy sauce,0,0,0.0
cider,refrigerated crescent dinner rolls,0,0,0.0
cider,relish,0,0,0.0
cider,rhubarb,0,0,0.0
cider,rib,0,0,16.0
cider,rice,0,0,7.0
cider,rind,0,0,2.0
cider,rosemary,0,0,17.0
cider,round,0,0,1.0
cider,rum,0,0,24.0
cider,saffron,0,0,0.0
cider,sage,0,0,25.0
cider,salami,0,0,0.0
cider,salmon,0,0,0.0
cider,salsa,0,0,0.0
cider,salt,0,0,202.0
cider,sauerkraut,0,0,8.0
cider,sausage,0,0,9.0
cider,scallion,0,0,2.0
cider,scallops,0,0,1.0
cider,schnapps,0,0,8.0
cider,seasoned bread crumbs,0,0,0.0
cider,seasoning,0,0,0.0
cider,sec,0,0,2.0
cider,seed,0,0,26.0
cider,shallot,0,0,18.0
cider,shell,0,0,2.0
cider,sherry,0,0,2.0
cider,shortening,0,0,5.0
cider,shoulder,0,0,4.0
cider,shrimp,0,0,0.0
cider,sirloin,0,0,0.0
cider,skewers,0,0,0.0
cider,skinless chicken breast,0,0,0.0
cider,soda,0,0,28.0
cider,sour cream,0,0,3.0
cider,soy sauce,0,0,9.0
cider,soymilk,0,0,2.0
cider,spaghetti,0,0,0.0
cider,spaghetti sauce,0,0,0.0
cider,spears,0,0,0.0
cider,spice,0,0,10.0
cider,spinach,0,0,2.0
cider,spinach leaf,0,0,0.0
cider,splenda sugar substitute,0,0,1.0
cider,spread,0,0,1.0
cider,sprig,0,0,2.0
cider,sprinkles,0,0,0.0
cider,sprout,0,0,3.0
cider,starch,0,0,0.0
cider,steak,0,0,6.0
cider,stick,0,0,90.0
cider,strawberry,0,0,4.0
cider,sugar,0,0,251.0
cider,sweetener,0,0,0.0
cider,syrup,0,0,40.0
cider,tabasco sauce,0,0,1.0
cider,taco seasoning,0,0,0.0
cider,taco seasoning mix,0,0,0.0
cider,tahini,0,0,0.0
cider,tarragon,0,0,2.0
cider,tartar,0,0,0.0
cider,tea,0,0,4.0
cider,tenderloin,0,0,6.0
cider,tenders,0,0,0.0
cider,tequila,0,0,4.0
cider,teriyaki sauce,0,0,1.0
cider,thighs,0,0,9.0
cider,thyme,0,0,38.0
cider,tofu,0,0,0.0
cider,tomato,0,0,7.0
cider,tomato juice,0,0,0.0
cider,tomato sauce,0,0,4.0
cider,tomato soup,0,0,0.0
cider,tortellini,0,0,0.0
cider,tortillas,0,0,0.0
cider,tuna,0,0,0.0
cider,turkey,0,0,6.0
cider,turmeric,0,0,0.0
cider,turmeric powder,0,0,0.0
cider,unsweetened cocoa powder,0,0,0.0
cider,vanilla,0,0,14.0
cider,vanilla essence,0,0,0.0
cider,vanilla extract,0,0,22.0
cider,vanilla ice cream,0,0,6.0
cider,vanilla instant pudding mix,0,0,0.0
cider,vegetable oil cooking spray,0,0,1.0
cider,vegetable shortening,0,0,6.0
cider,vegetable stock,0,0,4.0
cider,vegetables,0,0,0.0
cider,vermouth,0,0,1.0
cider,vinegar,0,0,50.0
cider,vodka,0,0,7.0
cider,wafers,0,0,0.0
cider,walnuts,0,0,12.0
cider,water,0,0,72.0
cider,watermelon,0,0,0.0
cider,wedge,0,0,3.0
cider,weed,0,0,0.0
cider,wheat germ,0,0,1.0
cider,whip,0,0,0.0
cider,whipped cream,0,0,6.0
cider,whipped topping,0,0,1.0
cider,whipping cream,0,0,4.0
cider,whiskey,0,0,5.0
cider,white cake mix,0,0,0.0
cider,wine,0,0,12.0
cider,wings,0,0,0.0
cider,worcestershire sauce,0,0,14.0
cider,wrappers,0,0,0.0
cider,yeast,0,0,2.0
cider,yellow cake mix,0,0,1.0
cider,yellow squash,0,0,0.0
cider,yogurt,0,0,9.0
cider,yolk,0,0,5.0
cider,zest,0,0,13.0
cider,zucchini,0,0,0.0
cilantro,cilantro leaf,0,0,22.0
cilantro,cinnamon,0,0,164.0
cilantro,clams,0,0,5.0
cilantro,clove,0,0,1757.0
cilantro,cocoa,0,0,0.0
cilantro,cocoa powder,0,0,4.0
cilantro,coconut,0,0,32.0
cilantro,coffee,0,0,3.0
cilantro,concentrate,0,0,12.0
cilantro,condensed cream of chicken soup,0,0,2.0
cilantro,condensed cream of mushroom soup,0,0,1.0
cilantro,cooked chicken breast,0,0,23.0
cilantro,cookies,0,0,0.0
cilantro,cooking spray,0,0,62.0
cilantro,coriander,0,0,261.0
cilantro,coriander leaf,0,0,0.0
cilantro,coriander powder,0,0,11.0
cilantro,corn,0,0,449.0
cilantro,corn flakes,0,0,4.0
cilantro,cornflour,0,0,2.0
cilantro,cornmeal,0,0,38.0
cilantro,cornstarch,0,0,65.0
cilantro,couscous,0,0,58.0
cilantro,crabmeat,0,0,32.0
cilantro,cracker,0,0,11.0
cilantro,cranberries,0,0,27.0
cilantro,cranberry juice,0,0,0.0
cilantro,cream,0,0,11.0
cilantro,cream of celery soup,0,0,0.0
cilantro,cream of chicken soup,0,0,6.0
cilantro,cream of mushroom soup,0,0,6.0
cilantro,creamer,0,0,1.0
cilantro,creole seasoning,0,0,3.0
cilantro,crisco,0,0,0.0
cilantro,crumb,0,0,1.0
cilantro,crushed red pepper flakes,0,0,107.0
cilantro,cucumber,0,0,219.0
cilantro,cumin,0,0,1330.0
cilantro,cumin powder,0,0,31.0
cilantro,currants,0,0,2.0
cilantro,curry powder,0,0,205.0
cilantro,dates,0,0,6.0
cilantro,dill,0,0,23.0
cilantro,dogs,0,0,1.0
cilantro,dough,0,0,19.0
cilantro,dried italian seasoning,0,0,0.0
cilantro,dried onion flakes,0,0,7.0
cilantro,dried oregano leaf,0,0,11.0
cilantro,dried parsley flakes,0,0,2.0
cilantro,dried thyme leaf,0,0,2.0
cilantro,dry onion soup mix,0,0,0.0
cilantro,egg,0,0,292.0
cilantro,egg substitute,0,0,3.0
cilantro,egg white,0,0,31.0
cilantro,eggplant,0,0,48.0
cilantro,enchilada sauce,0,0,26.0
cilantro,espresso,0,0,0.0
cilantro,fat,0,0,3.0
cilantro,fat free sour cream,0,0,16.0
cilantro,feta,0,0,9.0
cilantro,fettuccine,0,0,8.0
cilantro,fillet,0,0,186.0
cilantro,filling,0,0,0.0
cilantro,fish sauce,0,0,137.0
cilantro,floret,0,0,30.0
cilantro,flour,0,0,239.0
cilantro,fraiche,0,0,6.0
cilantro,fresh basil leaf,0,0,6.0
cilantro,fresh cilantro leaf,0,0,21.0
cilantro,fresh lemon juice,0,0,160.0
cilantro,fresh lemon rind,0,0,3.0
cilantro,fresh lime juice,0,0,469.0
cilantro,fresh mint leaf,0,0,23.0
cilantro,fresh orange juice,0,0,28.0
cilantro,fresh parsley leaf,0,0,3.0
cilantro,fresh thyme leave,0,0,1.0
cilantro,frosting,0,0,0.0
cilantro,frozen whipped topping,0,0,0.0
cilantro,fruit,0,0,5.0
cilantro,garlic,0,0,834.0
cilantro,garlic powder,0,0,180.0
cilantro,gelatin,0,0,1.0
cilantro,ghee,0,0,22.0
cilantro,ginger,0,0,575.0
cilantro,gingerroot,0,0,129.0
cilantro,gorgonzola,0,0,1.0
cilantro,graham cracker crumbs,0,0,0.0
cilantro,granular,0,0,0.0
cilantro,granules,0,0,13.0
cilantro,grapes,0,0,6.0
cilantro,gravy,0,0,0.0
cilantro,green food coloring,0,0,0.0
cilantro,greens,0,0,40.0
cilantro,grenadine,0,0,0.0
cilantro,guacamole,0,0,32.0
cilantro,gum,0,0,0.0
cilantro,half-and-half,0,0,23.0
cilantro,half-and-half cream,0,0,5.0
cilantro,halves,0,0,101.0
cilantro,ham,0,0,14.0
cilantro,hamburger,0,0,4.0
cilantro,hazelnuts,0,0,2.0
cilantro,heavy cream,0,0,53.0
cilantro,heavy whipping cream,0,0,10.0
cilantro,herbs,0,0,2.0
cilantro,hoisin sauce,0,0,25.0
cilantro,honey,0,0,207.0
cilantro,horseradish,0,0,8.0
cilantro,hot pepper sauce,0,0,61.0
cilantro,hot sauce,0,0,109.0
cilantro,ice,0,0,1.0
cilantro,ice cube,0,0,0.0
cilantro,italian dressing,0,0,10.0
cilantro,italian salad dressing,0,0,7.0
cilantro,italian seasoning,0,0,9.0
cilantro,jalapeno,0,0,469.0
cilantro,jam,0,0,4.0
cilantro,jelly,0,0,12.0
cilantro,juice,0,0,322.0
cilantro,kahlua,0,0,0.0
cilantro,kale,0,0,3.0
cilantro,ketchup,0,0,40.0
cilantro,kielbasa,0,0,2.0
cilantro,krispies,0,0,0.0
cilantro,lamb,0,0,37.0
cilantro,lard,0,0,7.0
cilantro,leek,0,0,18.0
cilantro,lemon,0,0,186.0
cilantro,lemon extract,0,0,0.0
cilantro,lemon juice,0,0,285.0
cilantro,lemon peel,0,0,13.0
cilantro,lemon rind,0,0,9.0
cilantro,lemon slice,0,0,3.0
cilantro,lemongrass,0,0,48.0
cilantro,lentils,0,0,83.0
cilantro,lettuce,0,0,153.0
cilantro,lettuce leaf,0,0,27.0
cilantro,light cream,0,0,9.0
cilantro,light sour cream,0,0,23.0
cilantro,light soy sauce,0,0,21.0
cilantro,lime,0,0,594.0
cilantro,lime juice,0,0,611.0
cilantro,linguine,0,0,15.0
cilantro,liqueur,0,0,1.0
cilantro,liquid smoke,0,0,12.0
cilantro,loin,0,0,10.0
cilantro,low sodium soy sauce,0,0,50.0
cilantro,low-fat sour cream,0,0,22.0
cilantro,macaroni,0,0,10.0
cilantro,mace,0,0,5.0
cilantro,mango,0,0,98.0
cilantro,mangoes,0,0,48.0
cilantro,margarine,0,0,16.0
cilantro,marinara sauce,0,0,1.0
cilantro,marinated artichoke hearts,0,0,1.0
cilantro,marjoram,0,0,11.0
cilantro,marmalade,0,0,8.0
cilantro,marnier,0,0,0.0
cilantro,marshmallows,0,0,0.0
cilantro,masala,0,0,95.0
cilantro,mayonnaise,0,0,215.0
cilantro,meat,0,0,31.0
cilantro,milk,0,0,344.0
cilantro,mint,0,0,100.0
cilantro,mint leaf,0,0,15.0
cilantro,mirin,0,0,8.0
cilantro,molasses,0,0,13.0
cilantro,mushroom,0,0,151.0
cilantro,mustard,0,0,119.0
cilantro,mustard powder,0,0,3.0
cilantro,nectar,0,0,4.0
cilantro,nonfat dry milk powder,0,0,0.0
cilantro,nonfat sour cream,0,0,24.0
cilantro,nonstick cooking spray,0,0,21.0
cilantro,noodles,0,0,78.0
cilantro,nutmeg,0,0,36.0
cilantro,nuts,0,0,50.0
cilantro,oatmeal,0,0,1.0
cilantro,oats,0,0,4.0
cilantro,oil,0,0,2592.0
cilantro,okra,0,0,7.0
cilantro,old bay seasoning,0,0,7.0
cilantro,olive,0,0,170.0
cilantro,onion,0,0,2976.0
cilantro,onion powder,0,0,49.0
cilantro,onion soup mix,0,0,0.0
cilantro,orange,0,0,68.0
cilantro,orange juice,0,0,104.0
cilantro,orange peel,0,0,6.0
cilantro,orange rind,0,0,8.0
cilantro,oregano,0,0,338.0
cilantro,oregano leaf,0,0,5.0
cilantro,oyster sauce,0,0,27.0
cilantro,pancetta,0,0,0.0
cilantro,paprika,0,0,252.0
cilantro,parsley,0,0,257.0
cilantro,parsley flakes,0,0,0.0
cilantro,parsnips,0,0,4.0
cilantro,pasta,0,0,77.0
cilantro,pasta sauce,0,0,1.0
cilantro,paste,0,0,288.0
cilantro,pastry,0,0,4.0
cilantro,pea,0,0,163.0
cilantro,peaches,0,0,27.0
cilantro,peanuts,0,0,112.0
cilantro,pear,0,0,7.0
cilantro,pecans,0,0,12.0
cilantro,pectin,0,0,0.0
cilantro,penne,0,0,4.0
cilantro,pepper,0,0,3079.0
cilantro,peppercorn,0,0,5.0
cilantro,peppercorns,0,0,36.0
cilantro,pepperoni,0,0,0.0
cilantro,pesto sauce,0,0,2.0
cilantro,pickle,0,0,6.0
cilantro,pie crust,0,0,2.0
cilantro,pimiento,0,0,7.0
cilantro,pineapple,0,0,84.0
cilantro,pineapple juice,0,0,17.0
cilantro,pistachios,0,0,6.0
cilantro,pizza sauce,0,0,0.0
cilantro,pods,0,0,23.0
cilantro,popcorn,0,0,1.0
cilantro,pork,0,0,41.0
cilantro,potato,0,0,353.0
cilantro,poultry seasoning,0,0,6.0
cilantro,prawns,0,0,8.0
cilantro,preserves,0,0,12.0
cilantro,prosciutto,0,0,1.0
cilantro,pudding,0,0,0.0
cilantro,pumpkin,0,0,12.0
cilantro,pure vanilla extract,0,0,1.0
cilantro,puree,0,0,30.0
cilantro,quinoa,0,0,48.0
cilantro,radish,0,0,40.0
cilantro,raisin,0,0,53.0
cilantro,ranch dressing,0,0,15.0
cilantro,raspberries,0,0,1.0
cilantro,red chili powder,0,0,19.0
cilantro,red food coloring,0,0,1.0
cilantro,red pepper flakes,0,0,127.0
cilantro,reduced sodium soy sauce,0,0,21.0
cilantro,refrigerated crescent dinner rolls,0,0,7.0
cilantro,relish,0,0,8.0
cilantro,rhubarb,0,0,0.0
cilantro,rib,0,0,65.0
cilantro,rice,0,0,412.0
cilantro,rind,0,0,8.0
cilantro,rosemary,0,0,11.0
cilantro,round,0,0,3.0
cilantro,rum,0,0,18.0
cilantro,saffron,0,0,20.0
